iata,icao,airport,latitude,longitude
NRG,YNRG,Narrogin Airport,-32.93,117.08
NRA,YNAR,Narrandera Airport,-34.7022,146.512
BQL,YBOU,Boulia Airport,-22.9133,139.9
ANZ,,Angus Downs Airport,-25.0325,132.275
LCN,YBLC,Balcanoona Airport,-30.535,139.337
WON,YWDL,Wondoola Airport,-18.575,140.892
CNJ,YCCY,Cloncurry Airport,-20.6686,140.504
WOL,YWOL,Illawarra Regional Airport,-34.5611,150.789
MBB,YMBL,Marble Bar Airport,-21.1633,119.833
NPP,,Napperby Airport,-22.5312,133.763
WNR,YWDH,Windorah Airport,-25.4131,142.667
LDC,YLIN,Lindeman Island Airport,-20.4536,149.04
BQW,YBGO,Balgo Hill Airport,-20.1483,127.973
LDH,YLHI,Lord Howe Island Airport,-31.5383,159.077
NOA,YSNW,NAS Nowra,-34.9489,150.537
MBF,YPOK,Porepunkah Airfield,-36.7187,146.89
WND,,Windarra Airport,-28.475,122.242
CNS,YBCS,Cairns Airport,-16.8858,145.755
MBH,YMYB,Maryborough Airport,-25.5133,152.715
MMM,YMMU,Middlemount Airport,-22.8025,148.705
LDW,,Lansdowne Airport,-17.6128,126.743
BRJ,,Bright Airport,-36.733,146.967
BRK,YBKE,Bourke Airport,-30.0392,145.952
WME,YMNE,Mount Keith Airport,-27.2864,120.555
MBN,,Mount Barnett Airport,-16.6573,125.961
LEA,YPLM,RAAF Learmonth (Learmonth Airport),-22.2356,114.089
MMG,YMOG,Mount Magnet Airport,-28.1161,117.842
LEL,YLEV,Lake Evella Airport,-12.4989,135.806
WMB,YWBL,Warrnambool Airport,-38.2953,142.447
WLP,YANG,West Angelas Airport,-23.1356,118.707
COB,,Coolibah Airport,-15.5483,130.962
NMR,YNAP,Nappa Merrie Airport,-27.5583,141.133
BRT,YBTI,Bathurst Island Airport,-11.7692,130.62
WLO,YWTL,Waterloo Airport,-16.63,129.32
LER,YLST,Leinster Airport,-27.8433,120.703
MLV,YMEU,Merluna Airport,-13.0649,142.454
WLL,YWOR,Wollogorang Airport,-17.2199,137.935
WLE,YMLS,Miles Airport,-26.8083,150.175
WLC,YWCH,Walcha Airport,-31,151.567
COJ,YCBB,Coonabarabran Airport,-31.3325,149.267
NMP,,New Moon Airport,-19.2,145.773
MBW,YMMB,Moorabbin Airport,-37.9758,145.102
WLA,YWAL,Wallal Airport,-19.7736,120.649
NLS,,Nicholson Airport,-18.05,128.9
MLR,YMCT,Millicent Airport,-37.5836,140.366
NLL,YNUL,Nullagine Airport,-21.9133,120.198
LFP,YLFD,Lakefield Airport,-14.9207,144.203
WKB,YWKB,Warracknabeal Airport,-36.3211,142.419
WIT,YWIT,Wittenoom Airport,-22.2183,118.348
BSJ,YBNS,Bairnsdale Airport,-37.8875,147.568
WIO,YWCA,Wilcannia Airport,-31.5264,143.375
WIN,YWTN,Winton Airport,-22.3636,143.086
NLF,YDNI,Darnley Island Airport,-9.58333,143.767
LGE,,Lake Gregory Airport,-20.1089,127.619
MKY,YBMK,Mackay Airport,-21.1717,149.18
COY,YCWY,Coolawanyah Station Airport,-21.7946,117.755
NKB,,Noonkanbah Airport,-18.4947,124.852
LGH,YLEC,Leigh Creek Airport,-30.5983,138.426
ARM,YARM,Armidale Airport,-30.5281,151.617
MKV,YMVG,Mount Cavenagh Airport,-25.9667,133.2
NIF,YCNF,Nifty Airport,-21.6717,121.587
CPD,YCBP,Coober Pedy Airport,-29.04,134.721
LHG,YLRD,Lightning Ridge Airport,-29.4567,147.984
LIB,,Limbunya Airport,-17.2356,129.882
NGA,YYNG,Young Airport,-34.2556,148.248
WHL,,Welshpool Airport,-38.6824,146.445
WGT,YWGT,Wangaratta Airport,-36.4158,146.307
ARY,YARA,Ararat Airport,-37.3094,142.989
NDS,YSAN,Sandstone Airport,-27.98,119.297
DVP,YDPD,Davenport Downs Airport,-24.15,141.108
BTD,,Brunette Downs Airport,-18.64,135.938
DVR,,Daly River Airport,-13.7498,130.694
MKR,YMEK,Meekatharra Airport,-26.6117,118.548
LKD,YLND,Lakeland Downs Airport,-15.8333,144.85
WGE,YWLG,Walgett Airport,-30.0328,148.126
LLG,YCGO,Chillagoe Airport,-17.1428,144.529
WGA,YSWG,Wagga Wagga Airport,-35.1653,147.466
WEW,YWWA,Wee Waa Airport,-30.2583,149.408
WEI,YBWP,Weipa Airport,-12.6786,141.925
DXD,YDIX,Dixie Airport,-15.1175,143.316
LLL,,Lissadell Airport,-16.661,128.594
CQP,,Cape Flattery Airport,-14.9708,145.312
ASP,YBAS,Alice Springs Airport,-23.8067,133.902
LLP,,Linda Downs Airport,-23.0167,138.7
MCV,YMHU,McArthur River Mine Airport,-16.4425,136.084
DYA,YDYS,Dysart Airport,-22.6222,148.364
NBH,YNHS,Nambucca Heads Airport,-30.65,153
MCY,YBSU,Sunshine Coast Airport,-26.6033,153.091
CRB,YCBR,Collarenebri Airport,-29.5217,148.582
YUE,YYND,Yuendumu Airport,-22.2542,131.782
LNH,YLKN,Lake Nash Airport,-20.9807,137.918
DYM,,Diamantina Lakes Airport,-23.7617,141.145
WDI,YWND,Wondai Airport,-26.2833,151.858
LNO,YLEO,Leonora Airport,-28.8781,121.315
BTX,YBEO,Betoota Airport,-25.6417,140.783
CRH,,Cherrabah Airport,-28.4301,152.089
NAC,YNRC,Naracoorte Airport,-36.9853,140.725
CRJ,,Coorabie Airport,-31.8944,132.296
BUC,YBKT,Burketown Airport,-17.7486,139.534
DYW,,Daly Waters Airport,-16.2647,133.383
MJP,YMJM,Manjimup Airport,-34.2653,116.14
NAA,YNBR,Narrabri Airport,-30.3192,149.827
LOA,YLOR,Lorraine Airport,-18.9933,139.907
WAZ,YWCK,Warwick Airport,-28.1494,151.943
WAV,YWAV,Wave Hill Airport,-17.3933,131.118
LOC,YLOK,Lock Airport,-33.5442,135.693
WAU,,Wauchope Airport,-20.6406,134.215
MJK,YSHK,Shark Bay Airport,-25.8939,113.577
MGB,YMTG,Mount Gambier Airport,-37.7456,140.785
MIZ,,Mainoru Airport,-14.0533,134.094
MYO,YMYR,Myroodah Airport,-18.1247,124.272
MIY,,Mittiebah Airport,-18.8093,137.081
WAN,,Waverney Airport,-25.3563,141.925
MYI,YMUI,Murray Island Airport,-9.91667,144.055
MYA,YMRY,Moruya Airport,-35.8978,150.144
AUD,YAGD,Augustus Downs Airport,-18.515,139.878
CRY,,Carlton Hill Airport,-15.5019,128.534
ECH,YECH,Echuca Airport,-36.1572,144.762
EDD,,Erldunda Airport,-25.2058,133.254
MEB,YMEN,Essendon Airport,-37.7281,144.902
EDR,YPMP,Edward River Airport,-14.8965,141.609
VNR,YVRS,Vanrook Airport,-16.9633,141.95
MIN,YMPA,Minnipa Airport,-32.8433,135.145
MIM,YMER,Merimbula Airport,-36.9086,149.901
BUY,YBUN,Bunbury Airport,-33.3783,115.677
CSD,,Cresswell Downs Airport,-17.948,135.916
EIH,,Einasleigh Airport,-18.5033,144.094
AUU,YAUR,Aurukun Airport,-13.3541,141.721
EKD,,Elkedra Airport,-21.1725,135.444
ELC,YELD,Elcho Island Airport,-12.0194,135.571
MIH,YMIP,Mitchell Plateau Airport,-14.7914,125.824
MEL,YMML,Melbourne Airport,-37.6733,144.843
VCD,YVRD,Victoria River Downs Airport,-16.4021,131.005
CSI,YCAS,Casino Airport,-28.8828,153.067
AVG,YAUV,Auvergne Airport,-15.7,130
EMD,YEML,Emerald Airport,-23.5675,148.179
UTD,,Nutwood Downs Airport,-15.8074,134.146
BVI,YBDV,Birdsville Airport,-25.8975,139.348
UTB,YMTB,Muttaburra Airport,-22.5833,144.533
USL,YUSL,Useless Loop Airport,-26.1667,113.4
ENB,YEEB,Eneabba Airport,-29.8325,115.246
EPR,YESP,Esperance Airport,-33.6844,121.823
AVV,YMAV,Avalon Airport,-38.0394,144.469
RDA,YRKD,Rockhampton Downs Airport,-18.9533,135.201
ERB,YERN,Pukatja Airport (Ernabella Airport),-26.2633,132.182
UMR,YPWR,RAAF Woomera Airfield,-31.1442,136.817
MET,YMOT,Moreton Airport,-12.4442,142.638
ERQ,YESE,Elrose Airport,-20.9764,141.007
BVW,,Batavia Downs Airport,-12.6592,142.675
ULP,YQLP,Quilpie Airport,-26.6122,144.253
AWN,,Alton Downs Airport,-26.5333,139.267
AWP,,Austral Downs Airport,-20.5,137.75
UIR,YQDI,Quirindi Airport,-31.4906,150.514
MHU,YHOT,Mount Hotham Airport,-37.0475,147.334
AXC,YAMC,Aramac Airport,-22.9667,145.242
BVZ,YBYS,Beverley Springs Airport,-16.7333,125.433
UEE,YQNS,Queenstown Airport,-42.075,145.532
BWB,YBWX,Barrow Island Airport,-20.8644,115.406
UDA,YUDA,Undara Airport,-18.2,144.6
UBU,YKAL,Kalumburu Airport,-14.2883,126.632
ETD,YEDA,Etadunna Airport,-28.7408,138.589
AXL,YALX,Alexandria Homestead Airport,-19.0602,136.71
UBB,YMAA,Mabuiag Island Airport,-9.95,142.183
MHO,YMHO,Mount House Airport,-17.055,125.71
EUC,YECL,Eucla Airport,-31.7,128.883
EVD,,Eva Downs Airport,-18.001,134.863
CTL,YBCV,Charleville Airport,-26.4133,146.262
EVH,YEVD,Evans Head Memorial Aerodrome,-29.0933,153.42
CTN,YCKN,Cooktown Airport,-15.4447,145.184
TYP,YTMY,Tobermorey Airport,-22.2558,137.953
TYG,YTHY,Thylungra Airport,-26.0833,143.467
TYB,YTIB,Tibooburra Airport,-29.4511,142.058
BWQ,YBRW,Brewarrina Airport,-29.9739,146.817
AYD,,Alroy Downs Airport,-19.2908,136.079
BWT,YWYY,Burnie Airport,-40.9989,145.731
BWU,YSBK,Bankstown Airport,-33.9244,150.988
AYL,,Anthony Lagoon Airport,-18.0181,135.535
CTR,,Cattle Creek Airport,-17.607,131.549
EXM,YEXM,Exmouth Airport,-22.0333,114.1
TXR,,Tanbar Airport,-25.8478,141.928
AYQ,YAYE,Ayers Rock Airport,-25.1861,130.976
AYR,YAYR,Ayr Airport,-19.5844,147.329
TWP,,Torwood Airport,-17.3633,143.75
TWN,,Tewantin Airport,-26.388,153.028
BXF,YBEB,Bellburn Airstrip,-17.545,128.305
BXG,YBDG,Bendigo Airport,-36.7394,144.33
TWB,YTWB,Toowoomba City Aerodrome,-27.5428,151.916
TUM,YTMU,Tumut Airport,-35.2628,148.241
TTX,YTST,Truscott-Mungalalu Airport,-14.0897,126.381
TSV,YBTL,Townsville Airport,-19.2525,146.765
TRO,YTRE,Taree Airport,-31.8886,152.514
TQP,YTEE,Trepell Airport,-21.835,140.888
CUD,YCDR,Caloundra Airport,-26.8,153.1
FIK,YFNE,Finke Airport,-25.5947,134.583
TPR,YTMP,Tom Price Airport,-22.746,117.869
CUG,YCUA,Cudal Airport,-33.2783,148.763
FIZ,YFTZ,Fitzroy Crossing Airport,-18.1819,125.559
FLS,YFLI,Flinders Island Airport,-40.0917,147.993
FLY,YFIL,Finley Airport,-35.6667,145.55
TMW,YSTW,Tamworth Regional Airport,-31.0839,150.847
FOS,YFRT,Forrest Airport,-30.8381,128.115
FOT,YFST,Forster (Wallis Island) Airport,-32.2042,152.479
FRB,YFBS,Forbes Airport,-33.3636,147.935
TKY,YTKY,Turkey Creek Airport,-17.0408,128.206
FSL,,Fossil Downs Airport,-18.1321,125.787
CUQ,YCOE,Coen Airport,-13.7611,143.113
FVL,YFLO,Flora Valley Airport,-18.2833,128.417
FVR,YFRV,Forrest River Airport,-15.1647,127.84
THG,YTNG,Thangool Airport,-24.4939,150.576
GAH,YGAY,Gayndah Airport,-25.6144,151.619
TGN,YLTV,Latrobe Regional Airport,-38.2072,146.47
CUY,YCUE,Cue Airport,-27.4467,117.918
GBL,YGBI,South Goulburn Island Airport,-11.65,133.382
BYP,YBRY,Barimunya Airport,-22.6739,119.166
CVC,YCEE,Cleve Airport,-33.7097,136.505
GBP,YGAM,Gamboola Airport,-16.55,143.667
TEM,YTEM,Temora Airport,-34.4214,147.512
GBV,YGIB,Gibb River Airport,-16.4233,126.445
GBW,YGIA,Ginbata Airport,-22.5812,120.036
TEF,YTEF,Telfer Airport,-21.715,122.229
TDR,YTDR,Theodore Airport,-24.9933,150.093
BYX,,Baniyala Airport,-13.1981,136.227
CVQ,YCAR,Carnarvon Airport,-24.8802,113.672
TDN,YTHD,Theda Station Airport,-14.7881,126.496
BBL,YLLE,Ballera Airport,-27.4056,141.809
GDD,YGDN,Gordon Downs Airport,-18.6781,128.592
BZD,YBRN,Balranald Airport,-34.6236,143.578
TCW,YTOC,Tocumwal Airport,-35.8117,145.608
GEE,YGTO,George Town Aerodrome,-41.08,146.84
TCA,YTNK,Tennant Creek Airport,-19.6344,134.183
GET,YGEL,Geraldton Airport,-28.7961,114.707
GEX,YGLG,Geelong Airport,-38.225,144.333
GFE,,Grenfell Airport,-34,148.133
GFF,YGTH,Griffith Airport,-34.2508,146.067
CWR,YCWI,Cowarie Airport,-27.7117,138.328
TBL,YTAB,Tableland Homestead Airport,-17.2833,126.9
BZP,,Bizant Airport,-14.7403,144.119
CWT,YCWR,Cowra Airport,-33.8447,148.649
CWW,YCOR,Corowa Airport,-35.9947,146.357
GFN,YGFN,Clarence Valley Regional Airport,-29.7594,153.03
TBK,YTBR,Timber Creek Airport,-15.62,130.445
GGD,YGDS,Gregory Downs Airport,-18.625,139.233
TAQ,,Tarcoola Airport,-30.7033,134.584
GIC,YBOI,Boigu Island Airport,-9.23278,142.218
TAN,YTGA,Tangalooma Airport,-27.13,153.363
GKL,YGKL,Great Keppel Island Airport,-23.1833,150.942
BCI,YBAR,Barcaldine Airport,-23.5653,145.307
BCK,,Bolwarra Airport,-17.3883,144.169
SYU,YWBS,Warraber Island Airport,-10.2083,142.825
GLG,YGLE,Glengyle Airport,-24.8083,139.6
GLI,YGLI,Glen Innes Airport,-29.675,151.689
GLM,YGLO,Glenormiston Airport,-22.8883,138.825
SYD,YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177
CXQ,YCRK,Christmas Creek Airport,-22.3567,119.652
GLT,YGLA,Gladstone Airport,-23.8697,151.223
CXT,YCHT,Charters Towers Airport,-20.0431,146.273
GLY,,Goldsworthy Airport,-20.333,119.5
SXE,YWSL,West Sale Airport,-38.0908,146.965
SWH,YSWH,Swan Hill Airport,-35.3758,143.533
SWC,YSWL,Stawell Airport,-37.0717,142.741
BCZ,,Bickerton Island Airport,-13.7808,136.202
SWB,,Shaw River Airport,-21.5103,119.362
BDB,YBUD,Bundaberg Airport,-24.9039,152.319
GOO,YGDI,Goondiwindi Airport,-28.5214,150.32
BDD,YBAU,Badu Island Airport,-10.15,142.173
CYG,YCRG,Corryong Airport,-36.1828,147.888
GOS,YSMB,Somersby Airfield,-33.3678,151.3
GOV,YPGV,Gove Airport,-12.2694,136.818
GPD,YGON,Mount Gordon Airport,-19.7726,139.404
GPN,YGPT,Garden Point Airport,-11.4025,130.422
SVM,,St Pauls Mission Airport,-10.3667,142.117
CAZ,YCBA,Cobar Airport,-31.5383,145.794
STH,YSMR,Strathmore Airport,-17.85,142.567
STF,YSTI,Stephens Island Airport,-9.51,143.55
GSC,YGSC,Gascoyne Junction Airport,-25.0546,115.203
GSN,YMGN,Mount Gunson Airport,-31.4597,137.174
SSP,,Silver Plains Airport,-13.9754,143.554
GTE,YGTE,Groote Eylandt Airport,-13.975,136.46
SSK,,Sturt Creek Airport,-19.1664,128.174
CBI,,Cape Barren Island Airport,-40.3917,148.017
GTS,YTGT,The Granites Airport,-26.9483,133.607
GTT,YGTN,Georgetown Airport,-18.305,143.53
SRR,,Dunwich Airport,-27.5167,153.428
BDW,YBDF,Bedford Downs Airport,-17.2867,127.463
SRN,YSRN,Strahan Airport,-42.155,145.292
SRM,,Sandringham Station Airport,-24.0568,139.082
GUH,YGDH,Gunnedah Airport,-30.9611,150.251
GUL,YGLB,Goulburn Airport,-34.8103,149.726
GVP,YGNV,Greenvale Airport,-18.9966,145.014
BEE,,Beagle Bay Airport,-17.0165,122.646
CBR,YSCB,Canberra Airport,-35.3069,149.195
SQC,YSCR,Southern Cross Airport,-31.24,119.36
GYL,YARG,Argyle Airport,-16.6369,128.451
GYP,YGYM,Gympie Airport,-26.2828,152.702
HAT,YHTL,Heathlands Airport,-11.7369,142.577
CBX,YCDO,Condobolin Airport,-33.0644,147.209
CBY,,Canobie Airport,-19.4794,140.927
HBA,YMHB,Hobart International Airport,-42.8361,147.51
SNH,YSPE,Stanthorpe Airport,-28.6203,151.991
BEO,YLMQ,Lake Macquarie Airport (Belmont Airport),-33.0667,151.648
HCQ,YHLC,Halls Creek Airport,-18.2339,127.67
SNB,YSNB,Snake Bay Airport,-11.4228,130.654
SLJ,YSOL,Solomon Airport,-22.2554,117.763
HGD,YHUG,Hughenden Airport,-20.815,144.225
CZY,YUNY,Cluny Airport,-24.5167,139.617
BEU,YBIE,Bedourie Airport,-24.3461,139.46
HID,YHID,Horn Island Airport,-10.5864,142.29
CCL,YCCA,Chinchilla Airport,-26.775,150.617
HIG,YHHY,Highbury Airport,-16.4244,143.146
SIX,YSGT,Singleton Airport,-32.6008,151.193
HIP,YHDY,Headingly Airport,-21.3333,138.283
BFC,,Bloomfield Airport,-15.8736,145.33
SIO,YSMI,Smithton Airport,-40.835,145.084
SHU,YSMP,Smith Point Airport,-11.15,132.15
SHT,YSHT,Shepparton Airport,-36.4289,145.393
SHQ,YSPT,Southport Airport,-27.9221,153.372
CCW,YCWL,Cowell Airport,-33.6667,136.892
HLL,YHIL,Hillside Airport,-21.7244,119.392
HLS,YSTH,St Helens Airport,-41.3367,148.282
HLT,YHML,Hamilton Airport,-37.6489,142.065
CDA,YCOO,Cooinda Airport,-12.9033,132.532
HLV,,Helenvale Airport,-15.6858,145.215
HMG,YHMB,Hermannsburg Airport,-23.93,132.805
ZVG,,Springvale Airport (Western Australia),-17.7869,127.67
SGP,YSHG,Shay Gap Airport,-20.4247,120.141
SGO,YSGE,St George Airport,-28.0497,148.595
HOK,YHOO,Hooker Creek Airport,-18.3367,130.638
HPE,,Hopevale Airport,-15.2923,145.104
SCG,YSPK,Spring Creek Airport,-18.6333,144.567
SBR,YSII,Saibai Island Airport,-9.37833,142.625
HRY,YHBY,Henbury Airport,-24.584,133.236
HSM,YHSM,Horsham Airport,-36.6697,142.173
HTI,YBHM,Great Barrier Reef Airport,-20.3581,148.952
HTU,YHPN,Hopetoun Airport,-35.7153,142.36
RVT,YNRV,Ravensthorpe Airport,-33.7972,120.208
CDQ,YCRY,Croydon Airport,-18.225,142.258
HUB,YHBR,Humbert River Airport,-16.4897,130.63
DBO,YSDU,Dubbo City Regional Airport,-32.2167,148.575
RTY,YMYT,Merty Merty Airport,-28.5833,140.317
CDU,YSCN,Camden Airport,-34.0403,150.687
RTS,YRTI,Rottnest Island Airport,-32.0067,115.54
RTP,YRTP,Rutland Plains Airport,-15.6433,141.843
XTR,YTAA,Tara Airport,-27.1567,150.477
RSE,,Rose Bay Water Airport,-33.869,151.262
DBY,YDAY,Dalby Airport,-27.1553,151.267
AUA,TNCA,Queen Beatrix International Airport,12.5014,-70.0152
LLK,UBBL,Lankaran International Airport,38.7464,48.818
GBB,UBBQ,Qabala International Airport,40.8267,47.7125
ZTU,UBBY,Zaqatala International Airport,41.5622,46.6672
KVD,UBBG,Ganja International Airport,40.7377,46.3176
NAJ,UBBN,Nakhchivan International Airport,39.1888,45.4584
YLV,UBEE,Yevlakh Airport,40.6319,47.1419
BNX,LQBK,Banja Luka International Airport,44.9414,17.2975
OMO,LQMO,Mostar Airport,43.2829,17.8459
SJJ,LQSA,Sarajevo International Airport,43.8246,18.3315
TZL,LQTZ,Tuzla International Airport,44.4587,18.7248
BGI,TBPB,Grantley Adams International Airport,13.0746,-59.4925
ZYL,VGSY,Osmani International Airport,24.9632,91.8668
JSR,VGJR,Jessore Airport,23.1838,89.1608
CGP,VGEG,Shah Amanat International Airport,22.2496,91.8133
TKR,VGSG,Thakurgaon Airport,26.0164,88.4036
BZL,VGBR,Barisal Airport,22.801,90.3012
RJH,VGRJ,Shah Makhdum Airport,24.4372,88.6165
ZHM,VGSH,Shamshernagar Airport,24.417,91.883
DAC,VGZR,Hazrat Shahjalal International Airport,23.8433,90.3978
CLA,VGCM,Comilla Airport,23.4372,91.1897
SPD,VGSD,Saidpur Airport,25.7592,88.9089
CXB,VGCB,Cox's Bazar Airport,21.4522,91.9639
IRD,VGIS,Ishwardi Airport,24.1525,89.0494
KJK,EBKT,Kortrijk-Wevelgem International Airport,50.8172,3.20472
LGG,EBLG,Liege Airport,50.6374,5.44322
ANR,EBAW,Antwerp International Airport,51.1894,4.46028
OST,EBOS,Ostend-Bruges International Airport,51.1989,2.86222
BRU,EBBR,Brussels Airport (Zaventem Airport),50.9014,4.48444
OBL,EBZR,Oostmalle Airfield,51.2647,4.75333
CRL,EBCI,Brussels South Charleroi Airport,50.4592,4.45382
XSE,DFES,Sebba Airport,13.45,0.517
XZA,DFEZ,Zabre Airport,11.167,-0.617
TUQ,DFOT,Tougan Airport,13.067,-3.067
XKY,DFCA,Kaya Airport,13.067,-1.1
XDJ,DFCJ,Djibo Airport,14.1,-1.633
TEG,DFET,Tenkodogo Airport,11.8,-0.367
XGG,DFEG,Gorom Gorom Airport,14.45,-0.233
XAR,DFOY,Aribinda Airport,14.217,-0.883
FNG,DFEF,Fada N'gourma Airport,12.033,0.35
XNU,DFON,Nouna Airport,12.75,-3.867
DIP,DFED,Diapaga Airport,12.0603,1.78463
XLU,DFCL,Leo Airport,11.1,-2.1
XDE,DFOU,Diebougou Airport,10.95,-3.25
XGA,DFOG,Gaoua Airport (Amilcar Cabral Airport),10.3841,-3.16345
BOY,DFOO,Bobo Dioulasso Airport,11.1601,-4.33097
DGU,DFOD,Dedougou Airport,12.459,-3.49
PUP,DFCP,Po Airport,11.15,-1.15
TMQ,DFEM,Tambao Airport,14.8,0.05
OUA,DFFD,Ouagadougou Airport,12.3532,-1.51242
BNR,DFOB,Banfora Airport,10.683,-4.717
XBO,DFEA,Boulsa Airport,12.65,-0.567
XPA,DFEP,Pama Airport,11.25,0.7
DOR,DFEE,Dori Airport,14.033,-0.033
ARL,DFER,Arly Airport,11.597,1.483
OUG,DFCC,Ouahigouya Airport,13.567,-2.417
XKA,DFEL,Kantchari Airport,12.467,1.5
XBG,DFEB,Bogande Airport,12.983,-0.167
BOJ,LBBG,Burgas Airport,42.5696,27.5152
GOZ,LBGO,Gorna Oryahovitsa Airport,43.1514,25.7129
ROU,LBRS,Ruse Airport,43.6948,26.0567
VAR,LBWN,Varna Airport,43.2321,27.8251
PDV,LBPD,Plovdiv Airport,42.0678,24.8508
SLS,LBSS,Silistra Airfield,44.0552,27.1788
SZR,LBSZ,Stara Zagora Airport,42.3767,25.655
SOF,LBSF,Sofia Airport,42.6967,23.4114
TGV,LBTG,Targovishte Airport (Buhovtsi Airfield),43.3066,26.7009
JAM,,Bezmer Air Base,42.4549,26.3522
HKV,LBHS,Haskovo Malevo Airport,41.8718,25.6048
BAH,OBBI,Bahrain International Airport,26.2708,50.6336
KRE,HBBO,Kirundo Airport,-2.54477,30.0946
BJM,HBBA,Bujumbura International Airport,-3.32402,29.3185
GID,HBBE,Gitega Airport,-3.41721,29.9113
KDC,DBBK,Kandi Airport,11.1448,2.94038
DJA,DBBD,Djougou Airport,9.69208,1.63778
SVF,DBBS,Save Airport,8.01817,2.46458
COO,DBBB,Cadjehoun Airport,6.35723,2.38435
NAE,DBBN,Boundetingou Airport,10.377,1.36051
PKO,DBBP,Parakou Airport,9.35769,2.60968
SBH,TFFJ,Gustaf III Airport,17.9044,-62.8436
BDA,TXKF,L.F. Wade International Airport,32.364,-64.6787
BWN,WBSB,Brunei International Airport,4.9442,114.928
RBQ,SLRQ,Rurrenabaque Airport,-14.4279,-67.4968
BYC,SLYA,Yacuiba Airport,-21.9609,-63.6517
PUR,SLPR,Puerto Rico Airport,-11.1077,-67.5512
RIB,SLRI,Riberalta Airport,-11,-66
SBL,SLSA,Santa Ana del Yacuma Airport,-13.7622,-65.4352
ASC,SLAS,Ascencion de Guarayos Airport,-15.9303,-63.1567
VLM,SLVM,Lieutenant Colonel Rafael Pabon Airport,-21.2552,-63.4056
VAH,SLVG,Cap. Av. Vidal Villagomez Toledo Airport,-18.4825,-64.0994
CIJ,SLCO,Captain Anibal Arab Airport,-11.0404,-68.783
SJS,SLJE,San Jose de Chiquitos Airport,-17.8308,-60.7431
SJV,SLJV,San Javier Airport (Bolivia),-16.2708,-62.4703
BVK,SLHJ,Huacaraje Airport,-13.55,-63.7479
UYU,SLUY,Uyuni Airport (Joya Andina Airport),-20.4463,-66.8484
SRZ,SLET,El Trompillo Airport,-17.8116,-63.1715
TJA,SLTJ,Capitan Oriel Lea Plaza Airport,-21.5557,-64.7013
BVL,SLBU,Baures Airport,-13.5833,-63.5833
SNG,SLSI,Capitan Av. Juan Cochamanidis Air,-16.3836,-60.9628
SNM,SLSM,San Ignacio de Moxos Airport,-14.9658,-65.6338
SRB,SLSR,Santa Rosa Airport (Bolivia),-14.0662,-66.7868
APB,SLAP,Apolo Airport,-14.7356,-68.4119
BJO,SLBJ,Bermejo Airport,-22.7733,-64.3129
PSZ,SLPS,Puerto Suarez International Airport,-18.9753,-57.8206
ORU,SLOR,Juan Mendoza Airport,-17.9626,-67.0762
GYA,SLGY,Guayaramerin Airport,-10.8206,-65.3456
LPB,SLLP,El Alto International Airport,-16.5133,-68.1923
CEP,SLCP,Concepcion Airport,-16.1383,-62.0286
SJB,SLJO,San Joaquin Airport,-13.0528,-64.6617
MGD,SLMG,Magdalena Airport,-13.2607,-64.0608
CAM,SLCA,Camiri Airport,-20.0064,-63.5278
VVI,SLVR,Viru Viru International Airport,-17.6448,-63.1354
MHW,SLAG,Monteagudo Airport,-19.827,-63.961
TDD,SLTR,Teniente Jorge Henrich Arauz Airport,-14.8187,-64.918
REY,SLRY,Reyes Airport,-14.3044,-67.3534
SRE,SLSU,Juana Azurduy de Padilla International Airport,-19.2468,-65.1496
SRJ,SLSB,Capitan German Quiroga Guardia Airport,-14.8592,-66.7375
RBO,SLRB,Robore Airport,-18.3292,-59.765
MQK,SLTI,San Matias Airport,-16.3392,-58.4019
SRD,SLRA,San Ramon Airport,-13.2639,-64.6039
CBB,SLCB,Jorge Wilstermann International Airport,-17.4211,-66.1771
POI,SLPO,Captain Nicolas Rojas Airport,-19.5433,-65.7237
CCA,SLHI,Chimore Airport,-16.9889,-65.1417
EUX,TNCE,F. D. Roosevelt Airport,17.4965,-62.9794
BON,TNCB,Flamingo International Airport,12.131,-68.2685
SAB,TNCS,Juancho E. Yrausquin Airport,17.645,-63.22
UVI,SSUV,Uniao da Vitoria Airport,-26.2317,-51.0689
MVF,SBMS,Gov. Dix-Sept Rosado Airport,-5.20192,-37.3643
CWB,SBCT,Afonso Pena International Airport,-25.5285,-49.1758
PIV,SNPX,Pirapora Airport,-17.3169,-44.8603
PIN,SWPI,Julio Belem,-2.67302,-56.7772
BVS,SNVS,Breves Airport,-1.63653,-50.4436
BRB,SBRR,Barreirinhas Airport,-2.75663,-42.8057
BVH,SBVH,Vilhena Airport (Brigadeiro Camarao Airport),-12.6944,-60.0983
SQY,SSRU,Sao Lourenco do Sul Airport,-31.3833,-52.0328
PHI,SNYE,Pinheiro Airport,-2.48361,-45.0672
CXJ,SBCX,Caxias do Sul Airport (Hugo Cantergiani Regional Airport),-29.1971,-51.1875
ZMD,SWSN,Sena Madureira Airport,-9.116,-68.6108
